claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
"A U.S. law says that “if a house is not inhabited, we can expropriate it.”",Instagram,2024-03-16,2024-04-05 21:31:58,mostly false,en,politifact.com
"On Jan. 6, 2021, U.S. Capitol “protestors carried no weapons.”",Robert F Kennedy Jr.,2024-04-05,2024-04-05 21:43:15,false,en,politifact.com
CERN’s activation of its Large Hadron Collider is connected to the April 8 eclipse.,Facebook post,2024-03-29,2024-04-05 21:46:02,false,en,politifact.com
Video shows “New York Governor Kathy Hochul being denied entry into the wake for slain NYPD officer Jonathan Diller.”,Benny Johnson,2024-03-30,2024-04-08 19:11:10,false,en,politifact.com
" “The National Guard in the HISTORY of its life, gets called in AFTER a disaster, not BEFORE something happens.” ",Instagram posts,2024-04-02,2024-04-08 19:21:36,false,en,politifact.com
“The vast majority of colleges in New York State do not have on-campus poll sites.”,Jonathan Becker,2024-02-16,2024-04-08 20:54:35,mixture,en,politifact.com
Democrats support abortion measures that result in the “execution” of babies “after birth.”,Donald Trump,2024-04-09,2024-04-09 01:43:03,false,en,politifact.com
"“UN Agenda 2030 Mission Goals” include “one world government,” “one world army,” microchipping, “AI courts and end of individual rights.”",Instagram post,2024-04-02,2024-04-09 20:52:33,false,en,politifact.com
Video shows “child groomer” at city council meeting reacting to “getting exposed”,X post,2024-04-08,2024-04-10 19:32:01,false,en,politifact.com
"""All legal scholars, both sides, wanted, and in fact demanded” that Roe v. Wade be overturned.",Donald Trump,2024-04-09,2024-04-11 02:34:23,false,en,politifact.com
"“Support for Roe is higher today in America than it has ever been.""",Joe Biden,2024-04-09,2024-04-11 02:36:27,mostly true,en,politifact.com
Video shows Snoop Dogg recommending “gummies for quitting smoking.”,Facebook posts,2024-04-08,2024-04-11 21:54:08,false,en,politifact.com
 A Social Security Administration database shows “how many people each of the 43 states are registering to vote who DO NOT HAVE IDs.”,Facebook posts,2024-04-02,2024-04-11 21:57:17,false,en,politifact.com
"ProduceMaxx sprayed on organic produce at grocery stores contains pesticides, herbicides, fungicides, insecticides and antibiotics.
",Instagram post,2024-03-31,2024-04-11 22:18:02,mostly false,en,politifact.com
Donald Trump “pays off mortgage of killed NYPD officer’s family.”,Facebook post,2024-04-01,2024-04-12 19:30:46,false,en,politifact.com
"An X post that said, “I did it” was “the last thing O.J. Simpson tweeted before he passed.”",X posts,2024-04-11,2024-04-12 21:03:18,false,en,politifact.com
"“Nancy Pelosi busted, Speaker (Mike) Johnson just released it for everyone to see.”",Facebook posts,2024-04-06,2024-04-12 21:21:47,false,en,politifact.com
"Alina Habba said New York Supreme Court Justice Arthur Engoron took a “$10 million bribe from Joe Biden’s shell companies to convict Donald Trump.""",TikTok videos,2024-03-19,2024-04-12 21:25:19,false,en,politifact.com
"Notice from a New Jersey doctor’s office proves that COVID-19 vaccines are dangerous for athletes.
",Facebook post,2024-04-09,2024-04-12 21:32:53,false,en,politifact.com
Mark Zuckerberg said ‘posting the Lord's Prayer violated’ Meta’s policies., Facebook,2024-03-30,2024-04-15 19:57:42,false,en,politifact.com
"Speaking of semiconductor industry jobs, ""Know what the average salary is? $110,000. You don't need a college degree.""",Joe Biden,2024-04-08,2024-04-15 20:14:18,mostly false,en,politifact.com
“Not even one rocket (from Iran) hit Israel.”,Threads posts,2024-04-14,2024-04-15 21:06:36,false,en,politifact.com
"President Joe Biden “will address the nation from the Oval Office” on April 13, “following Iran’s attack on Israel.” ",Threads posts,2024-04-13,2024-04-15 21:23:30,false,en,politifact.com
Footage shows “Israelis panicking after Iranian attacks reach Israel.”,Instagram post,2024-04-13,2024-04-15 22:00:42,false,en,politifact.com
Video is from Iranian media and shows rockets fired at Israel on April 13.,Instagram post,2024-04-14,2024-04-15 22:01:47,false,en,politifact.com
“ULEZ protesters covering cameras with bat boxes. Authorities not allowed to remove under their own law.”,Instagram post,2024-03-31,2024-04-15 22:03:32,false,en,politifact.com
"Donald Trump violated the Logan Act by resharing 2018 Iran tweet on Truth Social.
",X post,2024-04-14,2024-04-16 21:58:00,false,en,politifact.com
"“It's very misleading when (President Biden) says (inflation) used to be at 9%. This is compounding. It’s not like it went down from 9% to 3%. This is building month after month. The better way to think about it is that it’s 18%, 19% over the last three years.""",Marco Rubio,2024-04-11,2024-04-17 15:46:57,mixture,en,politifact.com
World Economic Forum founder and chairman Klaus Schwab hospitalized in critical condition on April 15.,Facebook post,2024-04-15,2024-04-17 20:02:56,false,en,politifact.com
Videos show “how they celebrated the CERN opening.”,Instagram post,2024-04-14,2024-04-17 21:42:39,false,en,politifact.com
"“We passed 27 bills last year, which is the fewest since the Depression.”",Mark Pocan,2024-03-27,2024-04-18 14:24:44,true,en,politifact.com
"Starting in 2025 ""no matter what your total bills are for prescription drugs,” Medicare Part D users will never pay “more than $2,000 a year, because some of these cancer drugs are 10(,000 to) 15,000 bucks a year.”",Joe Biden,2024-04-09,2024-04-18 21:58:46,mostly true,en,politifact.com
"The government owes you $8,832 and a $2,000 spending card.",Facebook post,2024-04-15,2024-04-18 22:02:59,false,en,politifact.com
"“Venus Williams forfeits match against trans woman,” saying, “I’m not playing a man.”
",Facebook Post,2024-04-14,2024-04-19 20:33:51,false,en,politifact.com
"Video shows hecklers April 16 booing Joe Biden’s motorcade in his hometown of Scranton, Pennsylvania.",X post,2024-04-18,2024-04-19 21:06:19,false,en,politifact.com
"“This trial that I have now, that’s a Biden trial.”",Donald Trump,2024-04-16,2024-04-19 21:55:05,false,en,politifact.com
"""Kohl’s has contributed $1,000,000 to the (Black Lives Matter) movement and related causes since 2020."" ",National Center for Public Policy Research,2024-04-06,2024-04-20 00:03:37,false,en,politifact.com
“Congress prohibits the NIH from researching the cause of mass shootings.”,Robert F. Kennedy Jr.,2024-04-21,2024-04-23 20:39:58,false,en,politifact.com
“Columbia University announced classes will be remote for the remainder of the school year.”,Social media posts,2024-04-23,2024-04-25 15:00:38,false,en,politifact.com
Document shows “Stormy Daniels exonerated Trump herself!”,Facebook posts,2024-04-14,2024-04-25 21:24:20,false,en,politifact.com
"Dollar Tree, Walgreens, Macy’s, Foot Locker, Gap, Burger King, Regal Cinemas and Kroger have had mass store closures during Joe Biden’s presidency.",Facebook posts,2024-04-19,2024-04-25 21:40:58,mixture,en,politifact.com
Photo shows former President Barack Obama wearing an anti-Donald Trump T-shirt.,Facebook posts,2024-04-23,2024-04-25 21:44:00,false,en,politifact.com
"""The much-trumpeted job growth in the last year was ENTIRELY part-time jobs.""",Robert F. Kennedy Jr.,2024-03-31,2024-04-26 20:56:48,mixture,en,politifact.com
Photo shows Hillary Clinton holding an anti-Donald Trump T-shirt.,Facebook posts,2024-04-24,2024-04-26 19:28:49,false,en,politifact.com
"""The administration (has) passed a new bill to help Americans with $15,000+ in credit card debt to write off their balance by 50%.""
",Facebook post,2024-04-13,2024-04-26 21:51:29,false,en,politifact.com
Video shows Tucker Carlson discussing a diabetes cure created with Pfizer and certified by the FDA.,Facebook post,2024-04-23,2024-04-26 21:53:34,false,en,politifact.com
“School allows students to be terrorized by colleagues who identify as ‘furries’”,Megyn Kelly,2024-04-18,2024-04-26 21:54:38,false,en,politifact.com
“Taylor Swift is doing satanic rituals during her shows.”,Facebook posts,2024-04-12,2024-04-26 22:05:18,false,en,politifact.com
"Hunter Biden, “BLM rioters” and “COVID criminals” have “0 indictments”",Facebook posts,2024-04-17,2024-04-26 22:06:55,false,en,politifact.com
"Said Columbia University has told students, “Well, if you’re Jewish, maybe you do want to stay home.”",Mike Johnson,2024-04-25,2024-04-30 01:59:29,false,en,politifact.com
Says he “got arrested” while protesting in favor of desegregation.,Joe Biden,2024-04-26,2024-04-30 21:05:58,false,en,politifact.com
"Florida’s Amendment 4 ""will mandate abortion until the moment of birth.”",Ron DeSantis,2024-04-23,2024-05-01 12:37:44,false,en,politifact.com
"""EPA regulators just banned most new gas-powered cars."" ", American Fuel & Petrochemical Manufacturers,2024-04-02,2024-05-01 15:25:06,false,en,politifact.com
"Time magazine ""gave President Trump devil horns"" on the cover.",Viral image,2024-04-30,2024-05-01 21:35:53,false,en,politifact.com
"In his Time magazine interview, Donald Trump “said states have the right to monitor pregnant women to enforce these bans, and states have the right to punish pregnant women for seeking out abortion care.”",Kamala Harris,2024-05-01,2024-05-02 14:44:46,mostly true,en,politifact.com
Former President Donald Trump “has the worst record of job loss of any president.”,Nancy Pelosi,2024-04-29,2024-05-02 15:42:05,mixture,en,politifact.com
"“I’m not allowed to testify” because of a gag order.

",Donald Trump,2024-05-02,2024-05-03 20:08:47,false,en,politifact.com
Former President Donald Trump told Time magazine that “states should monitor women’s pregnancies and prosecute those who violate abortion bans.”,Joe Biden,2024-05-01,2024-05-03 20:13:12,mostly false,en,politifact.com
Video shows “protesters at Harvard replace American flag with Palestinian flag.”,Facebook posts,2024-04-30,2024-05-03 21:48:32,false,en,politifact.com
“Democrats are calling to redesign the American Flag to make it more inclusive” by featuring rainbow colored stripes.,Facebook Posts,2024-05-05,2024-05-07 18:39:01,false,en,politifact.com
Images show Katy Perry at the 2024 Met Gala.,Facebook posts,2024-05-06,2024-05-07 20:48:13,false,en,politifact.com
“Dr. Sebi’s cousin was sent to life in prison for revealing these gatekept health secrets.”,Facebook post,2024-05-01,2024-05-07 20:49:05,false,en,politifact.com
Image shows Rihanna at the 2024 Met Gala.,Facebook posts,2024-05-06,2024-05-08 20:04:39,false,en,politifact.com
Video shows a mother encouraging her son “who identifies as a cat to use the litter box at school.”,Facebook posts,2024-05-01,2024-05-08 20:11:13,false,en,politifact.com
White House Press Secretary Karine Jean-Pierre said the United States and Ukraine won World War II.,Facebook posts,2024-05-09,2024-05-09 17:52:28,false,en,politifact.com
Photo shows “clearest image ever taken of Venus.”,Facebook posts,2024-04-29,2024-05-09 20:37:37,false,en,politifact.com
"For health risk exceptions in Florida’s abortion amendment, “You're not even talking to a doctor to make that determination.”",Paul Renner,2024-04-04,2024-05-10 20:40:42,false,en,politifact.com
"Aurora borealis sightings a “fabricated light show” created by a HAARP experiment.
",Facebook post,2024-05-11,2024-05-13 22:09:29,false,en,politifact.com
Video shows dolphins saving a mother whale and newborn from sharks.,Facebook posts,2024-04-16,2024-05-13 22:31:14,false,en,politifact.com
"Robert F. Kennedy Jr. called voter ID “racist,” calls NRA a “terrorist organization” and supports affirmative action.",Donald Trump,2024-05-02,2024-05-14 18:28:22,mixture,en,politifact.com
"""China's in a situation where they have more retired than working.""",Joe Biden,2024-05-12,2024-05-14 18:51:28,false,en,politifact.com
Inflation “was 9% when I came to office.”,Joe Biden,2024-05-14,2024-05-15 19:13:52,false,en,politifact.com
“Biden wants to immediately stop all aid to Israel.”,Donald Trump,2024-05-10,2024-05-15 20:54:28,false,en,politifact.com
"Image shows a Princess Kate “stunt double.”
",Viral image,2024-03-19,2024-05-16 01:11:48,false,en,politifact.com
"Image shows “chaos unfolds on Senate floor — Chuck Schumer rushes out.”
",Viral image,2024-03-18,2024-05-16 01:12:23,false,en,politifact.com
"Image shows “underneath the Capitol building.”
",Viral image,2024-03-21,2024-05-16 01:12:50,false,en,politifact.com
"As of March 13, they “really just banned TikTok … we got 6 months left to use it.”
",Facebook posts,2024-03-15,2024-05-16 01:13:16,false,en,politifact.com
